origin,name,lon,lat,n,stranded_frac,t_strand_med_h,Z01,Z02,Z03,Z04,Z13,Z14,Z05,Z15,Z06,Z16,Z07,Z08,Z09,Z10,Z11,Z00,Z12,dominant,dominant_frac
C01877,C01877,26.6971,38.7910,60,1.000,21.0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,Z06,1.000
C01878,C01878,26.7087,38.7910,60,1.000,21.0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,Z06,1.000
C01879,C01879,26.7202,38.7910,60,1.000,21.0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,Z06,1.000
C01880,C01880,26.7317,38.7910,60,1.000,21.0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.933,0.000,0.067,0.000,0.000,0.000,0.000,0.000,0.000,Z06,0.933
C01881,C01881,26.7432,38.7910,60,1.000,21.0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.783,0.000,0.217,0.000,0.000,0.000,0.000,0.000,0.000,Z06,0.783
C01882,C01882,26.7547,38.7910,60,1.000,21.0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.700,0.000,0.300,0.000,0.000,0.000,0.000,0.000,0.000,Z06,0.700
C01883,C01883,26.7662,38.7910,60,1.000,24.0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.667,0.000,0.333,0.000,0.000,0.000,0.000,0.000,0.000,Z06,0.667
C01884,C01884,26.7777,38.7910,60,1.000,27.0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.667,0.000,0.333,0.000,0.000,0.000,0.000,0.000,0.000,Z06,0.667
C01885,C01885,26.7892,38.7910,60,1.000,27.0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.017,0.650,0.000,0.333,0.000,0.000,0.000,0.000,0.000,0.000,Z06,0.650
C01886,C01886,26.8008,38.7910,60,1.000,30.0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.017,0.650,0.000,0.333,0.000,0.000,0.000,0.000,0.000,0.000,Z06,0.650
C01887,C01887,26.8123,38.7910,60,1.000,30.0,0.000,0.000,0.000,0.000,0.033,0.000,0.000,0.067,0.517,0.000,0.367,0.000,0.000,0.017,0.000,0.000,0.000,Z06,0.517
C01888,C01888,26.8238,38.7910,60,1.000,13.5,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.100,0.400,0.000,0.300,0.000,0.000,0.200,0.000,0.000,0.000,Z06,0.400
C01889,C01889,26.8353,38.7910,60,1.000,12.0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.017,0.267,0.000,0.417,0.000,0.000,0.300,0.000,0.000,0.000,Z07,0.417
C01890,C01890,26.8468,38.7910,60,1.000,9.0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.033,0.000,0.667,0.000,0.000,0.300,0.000,0.000,0.000,Z07,0.667
C01891,C01891,26.8583,38.7910,60,1.000,12.0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.817,0.000,0.000,0.183,0.000,0.000,0.000,Z07,0.817
C01892,C01892,26.8698,38.7910,60,1.000,12.0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.617,0.000,0.000,0.383,0.000,0.000,0.000,Z07,0.617
C01893,C01893,26.8813,38.7910,60,1.000,10.5,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.633,0.000,0.000,0.367,0.000,0.000,0.000,Z07,0.633
C01894,C01894,26.8928,38.7910,60,1.000,9.0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.683,0.000,0.000,0.317,0.000,0.000,0.000,Z07,0.683
C01895,C01895,26.9044,38.7910,60,1.000,12.0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.850,0.000,0.000,0.150,0.000,0.000,0.000,Z07,0.850
C01896,C01896,26.9159,38.7910,60,1.000,9.0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.833,0.000,0.000,0.167,0.000,0.000,0.000,Z07,0.833
C01897,C01897,26.3058,38.8000,60,1.000,63.0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,Z12,1.000
C01898,C01898,26.3173,38.8000,60,1.000,60.0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,Z12,1.000
C01899,C01899,26.3288,38.8000,60,1.000,60.0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,Z12,1.000
C01900,C01900,26.3403,38.8000,60,0.950,57.0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,Z12,1.000
C01901,C01901,26.3518,38.8000,60,1.000,60.0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.017,0.000,0.000,0.000,0.000,0.983,Z12,0.983
C01902,C01902,26.3633,38.8000,60,1.000,57.0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.017,0.000,0.000,0.000,0.000,0.983,Z12,0.983
C01903,C01903,26.3748,38.8000,60,1.000,57.0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.017,0.000,0.033,0.000,0.000,0.000,0.000,0.950,Z12,0.950
C01904,C01904,26.3863,38.8000,60,1.000,60.0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.033,0.000,0.033,0.000,0.000,0.000,0.000,0.933,Z12,0.933
C01905,C01905,26.3978,38.8000,60,1.000,60.0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.133,0.000,0.017,0.000,0.000,0.000,0.000,0.850,Z12,0.850
C01906,C01906,26.4094,38.8000,60,1.000,60.0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.217,0.000,0.050,0.000,0.000,0.000,0.000,0.733,Z12,0.733
C01907,C01907,26.4209,38.8000,60,1.000,60.0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.250,0.000,0.017,0.000,0.000,0.000,0.000,0.733,Z12,0.733
C01908,C01908,26.4324,38.8000,60,1.000,60.0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.117,0.200,0.000,0.067,0.000,0.000,0.000,0.000,0.617,Z12,0.617
C01909,C01909,26.4439,38.8000,60,1.000,58.5,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.217,0.117,0.000,0.033,0.000,0.000,0.000,0.000,0.633,Z12,0.633
C01910,C01910,26.4554,38.8000,60,1.000,57.0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.300,0.033,0.000,0.000,0.000,0.000,0.000,0.000,0.667,Z12,0.667
C01911,C01911,26.4669,38.8000,60,1.000,54.0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.333,0.000,0.000,0.017,0.000,0.000,0.000,0.000,0.650,Z12,0.650
C01912,C01912,26.4784,38.8000,60,1.000,54.0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.333,0.000,0.000,0.017,0.000,0.000,0.000,0.000,0.650,Z12,0.650
C01913,C01913,26.4899,38.8000,60,1.000,51.0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.333,0.000,0.000,0.017,0.000,0.000,0.000,0.000,0.650,Z12,0.650
C01914,C01914,26.5015,38.8000,60,1.000,48.0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.333,0.000,0.000,0.067,0.000,0.000,0.000,0.000,0.600,Z12,0.600
C01915,C01915,26.5130,38.8000,60,1.000,45.0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.333,0.000,0.000,0.033,0.000,0.000,0.000,0.000,0.633,Z12,0.633
C01916,C01916,26.5245,38.8000,60,1.000,39.0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.333,0.000,0.000,0.017,0.000,0.000,0.000,0.000,0.650,Z12,0.650
C01917,C01917,26.5360,38.8000,60,1.000,36.0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.333,0.000,0.000,0.017,0.000,0.000,0.000,0.000,0.650,Z12,0.650
C01918,C01918,26.5475,38.8000,60,1.000,30.0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.333,0.000,0.000,0.067,0.000,0.000,0.000,0.000,0.600,Z12,0.600
C01919,C01919,26.5590,38.8000,60,1.000,27.0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.333,0.033,0.000,0.133,0.000,0.000,0.000,0.000,0.500,Z12,0.500
C01920,C01920,26.5705,38.8000,60,1.000,27.0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.333,0.100,0.000,0.233,0.000,0.000,0.000,0.000,0.333,Z06,0.333
C01921,C01921,26.5820,38.8000,60,1.000,24.0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.333,0.250,0.000,0.267,0.000,0.000,0.000,0.000,0.150,Z06,0.333
C01922,C01922,26.5935,38.8000,60,1.000,24.0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.333,0.417,0.000,0.233,0.000,0.000,0.000,0.000,0.017,Z16,0.417
C01923,C01923,26.6051,38.8000,60,1.000,18.0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.433,0.467,0.000,0.100,0.000,0.000,0.000,0.000,0.000,Z16,0.467
C01924,C01924,26.6166,38.8000,60,1.000,18.0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.600,0.400,0.000,0.000,0.000,0.000,0.000,0.000,0.000,Z06,0.600
C01925,C01925,26.6281,38.8000,60,1.000,18.0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.800,0.200,0.000,0.000,0.000,0.000,0.000,0.000,0.000,Z06,0.800
C01926,C01926,26.6396,38.8000,60,1.000,18.0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.950,0.050,0.000,0.000,0.000,0.000,0.000,0.000,0.000,Z06,0.950
C01927,C01927,26.6511,38.8000,60,1.000,18.0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,Z06,1.000
C01928,C01928,26.6626,38.8000,60,1.000,18.0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,Z06,1.000
C01929,C01929,26.6741,38.8000,60,1.000,18.0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,Z06,1.000
C01930,C01930,26.6856,38.8000,60,1.000,21.0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,Z06,1.000
C01931,C01931,26.6971,38.8000,60,1.000,21.0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,Z06,1.000
C01932,C01932,26.7087,38.8000,60,1.000,21.0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,Z06,1.000
C01933,C01933,26.7202,38.8000,60,1.000,21.0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,Z06,1.000
C01934,C01934,26.7317,38.8000,60,1.000,21.0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.867,0.000,0.133,0.000,0.000,0.000,0.000,0.000,0.000,Z06,0.867
C01935,C01935,26.7432,38.8000,60,1.000,21.0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.733,0.000,0.267,0.000,0.000,0.000,0.000,0.000,0.000,Z06,0.733
C01936,C01936,26.7547,38.8000,60,1.000,22.5,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.667,0.000,0.333,0.000,0.000,0.000,0.000,0.000,0.000,Z06,0.667
C01937,C01937,26.7662,38.8000,60,1.000,24.0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.667,0.000,0.333,0.000,0.000,0.000,0.000,0.000,0.000,Z06,0.667
C01938,C01938,26.7777,38.8000,60,1.000,24.0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.667,0.000,0.333,0.000,0.000,0.000,0.000,0.000,0.000,Z06,0.667
C01939,C01939,26.7892,38.8000,60,1.000,27.0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.667,0.000,0.333,0.000,0.000,0.000,0.000,0.000,0.000,Z06,0.667
C01940,C01940,26.8008,38.8000,60,1.000,27.0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.667,0.000,0.333,0.000,0.000,0.000,0.000,0.000,0.000,Z06,0.667
C01941,C01941,26.8123,38.8000,60,1.000,30.0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.067,0.600,0.000,0.300,0.000,0.000,0.033,0.000,0.000,0.000,Z06,0.600
C01942,C01942,26.8238,38.8000,60,1.000,31.5,0.000,0.000,0.000,0.000,0.033,0.000,0.000,0.117,0.500,0.000,0.200,0.000,0.000,0.150,0.000,0.000,0.000,Z06,0.500
C01943,C01943,26.8353,38.8000,60,1.000,15.0,0.000,0.000,0.000,0.000,0.050,0.000,0.000,0.017,0.367,0.000,0.333,0.000,0.000,0.233,0.000,0.000,0.000,Z06,0.367
C01944,C01944,26.8468,38.8000,60,1.000,12.0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.017,0.117,0.000,0.667,0.000,0.000,0.200,0.000,0.000,0.000,Z07,0.667
C01945,C01945,26.8583,38.8000,60,1.000,12.0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.917,0.000,0.000,0.083,0.000,0.000,0.000,Z07,0.917
C01946,C01946,26.8698,38.8000,60,1.000,12.0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.800,0.000,0.000,0.200,0.000,0.000,0.000,Z07,0.800
C01947,C01947,26.8813,38.8000,60,1.000,12.0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.533,0.000,0.000,0.467,0.000,0.000,0.000,Z07,0.533
C01948,C01948,26.8928,38.8000,60,1.000,12.0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.567,0.000,0.000,0.433,0.000,0.000,0.000,Z07,0.567
C01949,C01949,26.9044,38.8000,60,1.000,12.0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.717,0.000,0.000,0.283,0.000,0.000,0.000,Z07,0.717
C01950,C01950,26.3058,38.8090,60,1.000,63.0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,Z12,1.000
C01951,C01951,26.3173,38.8090,60,1.000,66.0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,Z12,1.000
C01952,C01952,26.3288,38.8090,60,1.000,60.0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.017,0.000,0.000,0.000,0.000,0.983,Z12,0.983
C01953,C01953,26.3403,38.8090,60,1.000,63.0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,Z12,1.000
C01954,C01954,26.3518,38.8090,60,1.000,60.0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.017,0.000,0.000,0.000,0.000,0.983,Z12,0.983
C01955,C01955,26.3633,38.8090,60,1.000,60.0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.017,0.000,0.000,0.000,0.000,0.983,Z12,0.983
C01956,C01956,26.3748,38.8090,60,1.000,60.0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.017,0.000,0.000,0.000,0.000,0.983,Z12,0.983
C01957,C01957,26.3863,38.8090,60,1.000,63.0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.017,0.000,0.000,0.000,0.000,0.983,Z12,0.983
C01958,C01958,26.3978,38.8090,60,0.983,63.0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.033,0.000,0.017,0.000,0.000,0.000,0.000,0.950,Z12,0.950
C01959,C01959,26.4094,38.8090,60,1.000,64.5,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.083,0.000,0.050,0.000,0.000,0.000,0.000,0.867,Z12,0.867
C01960,C01960,26.4209,38.8090,60,1.000,63.0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.133,0.000,0.050,0.000,0.000,0.000,0.000,0.817,Z12,0.817
C01961,C01961,26.4324,38.8090,60,1.000,63.0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.017,0.217,0.000,0.017,0.000,0.000,0.000,0.000,0.750,Z12,0.750
C01962,C01962,26.4439,38.8090,60,1.000,63.0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.117,0.150,0.000,0.017,0.000,0.000,0.000,0.000,0.717,Z12,0.717
C01963,C01963,26.4554,38.8090,60,1.000,63.0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.233,0.100,0.000,0.050,0.000,0.000,0.000,0.000,0.617,Z12,0.617
C01964,C01964,26.4669,38.8090,60,1.000,57.0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.317,0.017,0.000,0.033,0.000,0.000,0.000,0.000,0.633,Z12,0.633
C01965,C01965,26.4784,38.8090,60,1.000,57.0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.333,0.000,0.000,0.017,0.000,0.000,0.000,0.000,0.650,Z12,0.650
C01966,C01966,26.4899,38.8090,60,1.000,54.0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.333,0.000,0.000,0.067,0.000,0.000,0.000,0.000,0.600,Z12,0.600
C01967,C01967,26.5015,38.8090,60,1.000,54.0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.333,0.000,0.000,0.033,0.000,0.000,0.000,0.000,0.633,Z12,0.633
C01968,C01968,26.5130,38.8090,60,1.000,49.5,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.333,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.667,Z12,0.667
C01969,C01969,26.5245,38.8090,60,1.000,45.0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.333,0.000,0.000,0.033,0.000,0.000,0.000,0.000,0.633,Z12,0.633
C01970,C01970,26.5360,38.8090,60,1.000,42.0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.333,0.000,0.000,0.067,0.000,0.000,0.000,0.000,0.600,Z12,0.600
C01971,C01971,26.5475,38.8090,60,1.000,33.0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.333,0.000,0.000,0.050,0.000,0.000,0.000,0.000,0.617,Z12,0.617
C01972,C01972,26.5590,38.8090,60,1.000,31.5,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.333,0.000,0.000,0.083,0.000,0.000,0.000,0.000,0.583,Z12,0.583
C01973,C01973,26.5705,38.8090,60,1.000,27.0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.333,0.033,0.000,0.100,0.000,0.000,0.000,0.000,0.533,Z12,0.533
C01974,C01974,26.5820,38.8090,60,1.000,27.0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.333,0.133,0.000,0.217,0.000,0.000,0.000,0.000,0.317,Z06,0.333
C01975,C01975,26.5935,38.8090,60,1.000,24.0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.333,0.300,0.000,0.250,0.000,0.000,0.000,0.000,0.117,Z06,0.333
C01976,C01976,26.6051,38.8090,60,1.000,24.0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.367,0.450,0.000,0.150,0.000,0.000,0.000,0.000,0.033,Z16,0.450
C01977,C01977,26.6166,38.8090,60,1.000,18.0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.433,0.483,0.000,0.083,0.000,0.000,0.000,0.000,0.000,Z16,0.483
C01978,C01978,26.6281,38.8090,60,1.000,18.0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.667,0.317,0.000,0.017,0.000,0.000,0.000,0.000,0.000,Z06,0.667
C01979,C01979,26.6396,38.8090,60,1.000,18.0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.750,0.250,0.000,0.000,0.000,0.000,0.000,0.000,0.000,Z06,0.750
C01980,C01980,26.6511,38.8090,60,1.000,18.0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.950,0.050,0.000,0.000,0.000,0.000,0.000,0.000,0.000,Z06,0.950
C01981,C01981,26.6626,38.8090,60,1.000,18.0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,Z06,1.000
C01982,C01982,26.6741,38.8090,60,1.000,18.0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,Z06,1.000
C01983,C01983,26.6856,38.8090,60,1.000,21.0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,Z06,1.000
C01984,C01984,26.6971,38.8090,60,1.000,21.0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,Z06,1.000
C01985,C01985,26.7087,38.8090,60,1.000,21.0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,Z06,1.000
C01986,C01986,26.7202,38.8090,60,1.000,21.0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.950,0.000,0.050,0.000,0.000,0.000,0.000,0.000,0.000,Z06,0.950
C01987,C01987,26.7317,38.8090,60,1.000,21.0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.917,0.000,0.083,0.000,0.000,0.000,0.000,0.000,0.000,Z06,0.917
C01988,C01988,26.7432,38.8090,60,1.000,22.5,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.717,0.000,0.283,0.000,0.000,0.000,0.000,0.000,0.000,Z06,0.717
C01989,C01989,26.7547,38.8090,60,1.000,24.0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.700,0.000,0.300,0.000,0.000,0.000,0.000,0.000,0.000,Z06,0.700
C01990,C01990,26.7662,38.8090,60,1.000,24.0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.667,0.000,0.333,0.000,0.000,0.000,0.000,0.000,0.000,Z06,0.667
C01991,C01991,26.7777,38.8090,60,1.000,24.0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.667,0.000,0.333,0.000,0.000,0.000,0.000,0.000,0.000,Z06,0.667
C01992,C01992,26.7892,38.8090,60,1.000,27.0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.667,0.000,0.333,0.000,0.000,0.000,0.000,0.000,0.000,Z06,0.667
C01993,C01993,26.8008,38.8090,60,1.000,27.0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.667,0.000,0.333,0.000,0.000,0.000,0.000,0.000,0.000,Z06,0.667
C01994,C01994,26.8123,38.8090,60,1.000,30.0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.017,0.650,0.000,0.283,0.000,0.000,0.050,0.000,0.000,0.000,Z06,0.650
C01995,C01995,26.8238,38.8090,60,1.000,33.0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.017,0.650,0.000,0.150,0.000,0.000,0.183,0.000,0.000,0.000,Z06,0.650
C01996,C01996,26.8353,38.8090,60,1.000,15.0,0.000,0.000,0.000,0.000,0.017,0.000,0.000,0.067,0.533,0.000,0.050,0.000,0.000,0.333,0.000,0.000,0.000,Z06,0.533
C01997,C01997,26.8468,38.8090,60,1.000,15.0,0.000,0.000,0.000,0.000,0.033,0.000,0.000,0.083,0.333,0.000,0.300,0.000,0.000,0.250,0.000,0.000,0.000,Z06,0.333
C01998,C01998,26.8583,38.8090,60,1.000,12.0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.033,0.000,0.867,0.000,0.000,0.100,0.000,0.000,0.000,Z07,0.867
C01999,C01999,26.8698,38.8090,60,1.000,12.0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.900,0.000,0.000,0.100,0.000,0.000,0.000,Z07,0.900
C02000,C02000,26.8813,38.8090,60,1.000,12.0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.733,0.000,0.000,0.267,0.000,0.000,0.000,Z07,0.733
C02001,C02001,26.8928,38.8090,60,1.000,12.0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.600,0.000,0.000,0.400,0.000,0.000,0.000,Z07,0.600
C02002,C02002,26.9044,38.8090,60,1.000,12.0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.550,0.000,0.000,0.450,0.000,0.000,0.000,Z07,0.550
C02003,C02003,26.9504,38.8090,60,1.000,3.0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,Z10,1.000
C02004,C02004,26.9619,38.8090,60,1.000,3.0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,Z10,1.000
C02005,C02005,26.9734,38.8090,60,1.000,3.0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,Z10,1.000
C02006,C02006,26.3058,38.8180,60,0.967,66.0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.017,0.000,0.000,0.000,0.000,0.983,Z12,0.983
C02007,C02007,26.3173,38.8180,60,1.000,66.0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,Z12,1.000
C02008,C02008,26.3288,38.8180,60,1.000,67.5,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.017,0.000,0.000,0.000,0.000,0.983,Z12,0.983
C02009,C02009,26.3403,38.8180,60,1.000,63.0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,Z12,1.000
