origin,name,lon,lat,n,stranded_frac,t_strand_med_h,Z01,Z02,Z03,Z04,Z13,Z14,Z05,Z15,Z06,Z16,Z07,Z08,Z09,Z10,Z11,Z00,Z12,dominant,dominant_frac
C02010,C02010,26.3518,38.8180,60,1.000,63.0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,Z12,1.000
C02011,C02011,26.3633,38.8180,60,1.000,67.5,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,Z12,1.000
C02012,C02012,26.3748,38.8180,60,1.000,66.0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,Z12,1.000
C02013,C02013,26.3863,38.8180,60,1.000,69.0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.017,0.000,0.000,0.000,0.000,0.983,Z12,0.983
C02014,C02014,26.3978,38.8180,60,1.000,70.5,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.017,0.000,0.000,0.000,0.000,0.000,0.000,0.983,Z12,0.983
C02015,C02015,26.4094,38.8180,60,1.000,69.0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.050,0.000,0.000,0.000,0.000,0.950,Z12,0.950
C02016,C02016,26.4209,38.8180,60,1.000,70.5,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.067,0.000,0.067,0.000,0.000,0.000,0.000,0.867,Z12,0.867
C02017,C02017,26.4324,38.8180,60,1.000,69.0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.100,0.000,0.050,0.000,0.000,0.000,0.000,0.850,Z12,0.850
C02018,C02018,26.4439,38.8180,60,1.000,63.0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.033,0.133,0.000,0.033,0.000,0.000,0.000,0.000,0.800,Z12,0.800
C02019,C02019,26.4554,38.8180,60,1.000,63.0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.100,0.217,0.000,0.083,0.000,0.000,0.000,0.000,0.600,Z12,0.600
C02020,C02020,26.4669,38.8180,60,1.000,63.0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.233,0.100,0.000,0.033,0.000,0.000,0.000,0.000,0.633,Z12,0.633
C02021,C02021,26.4784,38.8180,60,1.000,60.0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.283,0.050,0.000,0.033,0.000,0.000,0.000,0.000,0.633,Z12,0.633
C02022,C02022,26.4899,38.8180,60,1.000,57.0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.333,0.000,0.000,0.067,0.000,0.000,0.000,0.000,0.600,Z12,0.600
C02023,C02023,26.5015,38.8180,60,1.000,57.0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.333,0.000,0.000,0.050,0.000,0.000,0.000,0.000,0.617,Z12,0.617
C02024,C02024,26.5130,38.8180,60,1.000,54.0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.333,0.000,0.000,0.050,0.000,0.000,0.000,0.000,0.617,Z12,0.617
C02025,C02025,26.5245,38.8180,60,1.000,51.0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.333,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.667,Z12,0.667
C02026,C02026,26.5360,38.8180,60,1.000,48.0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.333,0.000,0.000,0.050,0.000,0.000,0.000,0.000,0.617,Z12,0.617
C02027,C02027,26.5475,38.8180,60,1.000,45.0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.333,0.000,0.000,0.033,0.000,0.000,0.000,0.000,0.633,Z12,0.633
C02028,C02028,26.5590,38.8180,60,1.000,39.0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.333,0.000,0.000,0.033,0.000,0.000,0.000,0.000,0.633,Z12,0.633
C02029,C02029,26.5705,38.8180,60,1.000,27.0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.333,0.000,0.000,0.067,0.000,0.000,0.000,0.000,0.600,Z12,0.600
C02030,C02030,26.5820,38.8180,60,1.000,27.0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.333,0.017,0.000,0.100,0.000,0.000,0.000,0.000,0.550,Z12,0.550
C02031,C02031,26.5935,38.8180,60,1.000,27.0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.333,0.150,0.000,0.233,0.000,0.000,0.000,0.000,0.283,Z06,0.333
C02032,C02032,26.6051,38.8180,60,1.000,27.0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.350,0.283,0.000,0.233,0.000,0.000,0.000,0.000,0.133,Z06,0.350
C02033,C02033,26.6166,38.8180,60,1.000,22.5,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.383,0.450,0.000,0.150,0.000,0.000,0.000,0.000,0.017,Z16,0.450
C02034,C02034,26.6281,38.8180,60,1.000,18.0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.633,0.333,0.000,0.033,0.000,0.000,0.000,0.000,0.000,Z06,0.633
C02035,C02035,26.6396,38.8180,60,1.000,18.0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.700,0.300,0.000,0.000,0.000,0.000,0.000,0.000,0.000,Z06,0.700
C02036,C02036,26.6511,38.8180,60,1.000,18.0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.850,0.150,0.000,0.000,0.000,0.000,0.000,0.000,0.000,Z06,0.850
C02037,C02037,26.6626,38.8180,60,1.000,18.0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,Z06,1.000
C02038,C02038,26.6741,38.8180,60,1.000,21.0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,Z06,1.000
C02039,C02039,26.6856,38.8180,60,1.000,21.0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,Z06,1.000
C02040,C02040,26.6971,38.8180,60,1.000,21.0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,Z06,1.000
C02041,C02041,26.7087,38.8180,60,1.000,22.5,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,Z06,1.000
C02042,C02042,26.7202,38.8180,60,1.000,24.0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,Z06,1.000
C02043,C02043,26.7317,38.8180,60,1.000,21.0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.867,0.000,0.133,0.000,0.000,0.000,0.000,0.000,0.000,Z06,0.867
C02044,C02044,26.7432,38.8180,60,1.000,21.0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.783,0.000,0.217,0.000,0.000,0.000,0.000,0.000,0.000,Z06,0.783
C02045,C02045,26.7547,38.8180,60,1.000,24.0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.683,0.000,0.317,0.000,0.000,0.000,0.000,0.000,0.000,Z06,0.683
C02046,C02046,26.7662,38.8180,60,1.000,24.0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.667,0.000,0.333,0.000,0.000,0.000,0.000,0.000,0.000,Z06,0.667
C02047,C02047,26.7777,38.8180,60,1.000,24.0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.667,0.000,0.333,0.000,0.000,0.000,0.000,0.000,0.000,Z06,0.667
C02048,C02048,26.7892,38.8180,60,1.000,27.0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.667,0.000,0.333,0.000,0.000,0.000,0.000,0.000,0.000,Z06,0.667
C02049,C02049,26.8008,38.8180,60,1.000,27.0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.667,0.000,0.317,0.000,0.000,0.017,0.000,0.000,0.000,Z06,0.667
C02050,C02050,26.8123,38.8180,60,1.000,30.0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.667,0.000,0.283,0.000,0.000,0.050,0.000,0.000,0.000,Z06,0.667
C02051,C02051,26.8238,38.8180,60,1.000,30.0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.650,0.000,0.117,0.000,0.000,0.233,0.000,0.000,0.000,Z06,0.650
C02052,C02052,26.8353,38.8180,60,1.000,18.0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.050,0.567,0.000,0.117,0.000,0.000,0.267,0.000,0.000,0.000,Z06,0.567
C02053,C02053,26.8468,38.8180,60,1.000,18.0,0.000,0.000,0.000,0.000,0.017,0.000,0.000,0.067,0.400,0.000,0.283,0.000,0.000,0.233,0.000,0.000,0.000,Z06,0.400
C02054,C02054,26.8583,38.8180,60,1.000,15.0,0.000,0.000,0.000,0.000,0.033,0.000,0.000,0.067,0.150,0.000,0.650,0.000,0.000,0.100,0.000,0.000,0.000,Z07,0.650
C02055,C02055,26.8698,38.8180,60,1.000,15.0,0.000,0.000,0.000,0.000,0.017,0.000,0.000,0.000,0.050,0.000,0.867,0.000,0.000,0.067,0.000,0.000,0.000,Z07,0.867
C02056,C02056,26.8813,38.8180,60,1.000,15.0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.017,0.000,0.850,0.000,0.000,0.133,0.000,0.000,0.000,Z07,0.850
C02057,C02057,26.8928,38.8180,60,1.000,12.0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.483,0.000,0.000,0.517,0.000,0.000,0.000,Z10,0.517
C02058,C02058,26.9044,38.8180,60,1.000,3.0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.150,0.000,0.000,0.850,0.000,0.000,0.000,Z10,0.850
C02059,C02059,26.9159,38.8180,60,1.000,3.0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,Z10,1.000
C02060,C02060,26.9389,38.8180,60,1.000,3.0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,Z10,1.000
C02061,C02061,26.9504,38.8180,60,1.000,3.0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,Z10,1.000
C02062,C02062,26.9619,38.8180,60,1.000,6.0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,Z10,1.000
C02063,C02063,26.9734,38.8180,60,1.000,6.0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,Z10,1.000
C02064,C02064,26.3058,38.8270,60,0.967,69.0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,Z12,1.000
C02065,C02065,26.3173,38.8270,60,1.000,69.0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.033,0.000,0.000,0.000,0.000,0.967,Z12,0.967
C02066,C02066,26.3288,38.8270,60,0.967,69.0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,Z12,1.000
C02067,C02067,26.3403,38.8270,60,1.000,66.0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,Z12,1.000
C02068,C02068,26.3518,38.8270,60,0.983,69.0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,Z12,1.000
C02069,C02069,26.3633,38.8270,60,1.000,69.0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,Z12,1.000
C02070,C02070,26.3748,38.8270,60,1.000,72.0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.017,0.000,0.000,0.000,0.000,0.983,Z12,0.983
C02071,C02071,26.3863,38.8270,60,1.000,73.5,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.033,0.000,0.000,0.000,0.000,0.967,Z12,0.967
C02072,C02072,26.3978,38.8270,60,0.983,72.0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.017,0.000,0.000,0.000,0.000,0.983,Z12,0.983
C02073,C02073,26.4094,38.8270,60,1.000,72.0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.017,0.000,0.017,0.000,0.000,0.000,0.000,0.967,Z12,0.967
C02074,C02074,26.4209,38.8270,60,1.000,72.0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.017,0.000,0.000,0.000,0.000,0.000,0.000,0.983,Z12,0.983
C02075,C02075,26.4324,38.8270,60,1.000,72.0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.017,0.000,0.000,0.000,0.000,0.000,0.000,0.983,Z12,0.983
C02076,C02076,26.4439,38.8270,60,1.000,75.0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.100,0.000,0.033,0.000,0.000,0.000,0.000,0.867,Z12,0.867
C02077,C02077,26.4554,38.8270,60,1.000,69.0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.050,0.167,0.000,0.017,0.000,0.000,0.000,0.000,0.767,Z12,0.767
C02078,C02078,26.4669,38.8270,60,1.000,69.0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.183,0.117,0.000,0.017,0.000,0.000,0.000,0.000,0.683,Z12,0.683
C02079,C02079,26.4784,38.8270,60,1.000,63.0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.167,0.133,0.000,0.050,0.000,0.000,0.000,0.000,0.650,Z12,0.650
C02080,C02080,26.4899,38.8270,60,1.000,63.0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.233,0.100,0.000,0.083,0.000,0.000,0.000,0.000,0.583,Z12,0.583
C02081,C02081,26.5015,38.8270,60,1.000,61.5,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.283,0.050,0.000,0.033,0.000,0.000,0.000,0.000,0.633,Z12,0.633
C02082,C02082,26.5130,38.8270,60,1.000,57.0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.300,0.033,0.000,0.083,0.000,0.000,0.000,0.000,0.583,Z12,0.583
C02083,C02083,26.5245,38.8270,60,1.000,54.0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.333,0.000,0.000,0.017,0.000,0.000,0.000,0.000,0.650,Z12,0.650
C02084,C02084,26.5360,38.8270,60,1.000,51.0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.317,0.017,0.000,0.067,0.000,0.000,0.000,0.000,0.600,Z12,0.600
C02085,C02085,26.5475,38.8270,60,1.000,48.0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.333,0.000,0.000,0.083,0.000,0.000,0.000,0.000,0.583,Z12,0.583
C02086,C02086,26.5590,38.8270,60,1.000,45.0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.333,0.000,0.000,0.100,0.000,0.000,0.000,0.000,0.567,Z12,0.567
C02087,C02087,26.5705,38.8270,60,1.000,36.0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.333,0.000,0.000,0.033,0.000,0.000,0.000,0.000,0.633,Z12,0.633
C02088,C02088,26.5820,38.8270,60,1.000,30.0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.333,0.000,0.000,0.017,0.000,0.000,0.000,0.000,0.650,Z12,0.650
C02089,C02089,26.5935,38.8270,60,1.000,30.0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.333,0.050,0.000,0.167,0.000,0.000,0.000,0.000,0.450,Z12,0.450
C02090,C02090,26.6051,38.8270,60,1.000,27.0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.333,0.217,0.000,0.267,0.000,0.000,0.000,0.000,0.183,Z06,0.333
C02091,C02091,26.6166,38.8270,60,1.000,27.0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.400,0.267,0.000,0.233,0.000,0.000,0.000,0.000,0.100,Z06,0.400
C02092,C02092,26.6281,38.8270,60,1.000,18.0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.500,0.417,0.000,0.083,0.000,0.000,0.000,0.000,0.000,Z06,0.500
C02093,C02093,26.6396,38.8270,60,1.000,18.0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.667,0.333,0.000,0.000,0.000,0.000,0.000,0.000,0.000,Z06,0.667
C02094,C02094,26.6511,38.8270,60,1.000,18.0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.817,0.183,0.000,0.000,0.000,0.000,0.000,0.000,0.000,Z06,0.817
C02095,C02095,26.6626,38.8270,60,1.000,18.0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.900,0.100,0.000,0.000,0.000,0.000,0.000,0.000,0.000,Z06,0.900
C02096,C02096,26.6741,38.8270,60,1.000,21.0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,Z06,1.000
C02097,C02097,26.6856,38.8270,60,1.000,21.0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,Z06,1.000
C02098,C02098,26.6971,38.8270,60,1.000,21.0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,Z06,1.000
C02099,C02099,26.7087,38.8270,60,1.000,24.0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,Z06,1.000
C02100,C02100,26.7202,38.8270,60,1.000,24.0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,Z06,1.000
C02101,C02101,26.7317,38.8270,60,1.000,21.0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.933,0.000,0.067,0.000,0.000,0.000,0.000,0.000,0.000,Z06,0.933
C02102,C02102,26.7432,38.8270,60,1.000,21.0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.750,0.000,0.250,0.000,0.000,0.000,0.000,0.000,0.000,Z06,0.750
C02103,C02103,26.7547,38.8270,60,1.000,21.0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.700,0.000,0.300,0.000,0.000,0.000,0.000,0.000,0.000,Z06,0.700
C02104,C02104,26.7662,38.8270,60,1.000,24.0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.683,0.000,0.317,0.000,0.000,0.000,0.000,0.000,0.000,Z06,0.683
C02105,C02105,26.7777,38.8270,60,1.000,24.0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.667,0.000,0.333,0.000,0.000,0.000,0.000,0.000,0.000,Z06,0.667
C02106,C02106,26.7892,38.8270,60,1.000,27.0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.667,0.000,0.333,0.000,0.000,0.000,0.000,0.000,0.000,Z06,0.667
C02107,C02107,26.8008,38.8270,60,1.000,27.0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.667,0.000,0.333,0.000,0.000,0.000,0.000,0.000,0.000,Z06,0.667
C02108,C02108,26.8123,38.8270,60,1.000,27.0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.017,0.650,0.000,0.300,0.000,0.000,0.033,0.000,0.000,0.000,Z06,0.650
C02109,C02109,26.8238,38.8270,60,1.000,27.0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.017,0.633,0.000,0.133,0.000,0.000,0.217,0.000,0.000,0.000,Z06,0.633
C02110,C02110,26.8353,38.8270,60,1.000,18.0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.567,0.000,0.183,0.000,0.000,0.250,0.000,0.000,0.000,Z06,0.567
C02111,C02111,26.8468,38.8270,60,1.000,18.0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.017,0.467,0.000,0.250,0.000,0.000,0.267,0.000,0.000,0.000,Z06,0.467
C02112,C02112,26.8583,38.8270,60,1.000,18.0,0.000,0.000,0.000,0.000,0.050,0.000,0.000,0.083,0.233,0.000,0.500,0.000,0.000,0.133,0.000,0.000,0.000,Z07,0.500
C02113,C02113,26.8698,38.8270,60,1.000,18.0,0.000,0.000,0.000,0.000,0.050,0.000,0.000,0.050,0.183,0.000,0.567,0.000,0.000,0.150,0.000,0.000,0.000,Z07,0.567
C02114,C02114,26.8813,38.8270,60,1.000,15.0,0.000,0.000,0.000,0.000,0.017,0.000,0.000,0.000,0.033,0.000,0.867,0.000,0.000,0.083,0.000,0.000,0.000,Z07,0.867
C02115,C02115,26.8928,38.8270,60,1.000,10.5,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.450,0.000,0.000,0.550,0.000,0.000,0.000,Z10,0.550
C02116,C02116,26.9044,38.8270,60,1.000,3.0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.217,0.000,0.000,0.783,0.000,0.000,0.000,Z10,0.783
C02117,C02117,26.9159,38.8270,60,1.000,3.0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,Z10,1.000
C02118,C02118,26.9274,38.8270,60,1.000,3.0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.017,0.000,0.000,0.983,0.000,0.000,0.000,Z10,0.983
C02119,C02119,26.9504,38.8270,60,1.000,3.0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,Z10,1.000
C02120,C02120,26.9619,38.8270,60,1.000,6.0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,Z10,1.000
C02121,C02121,26.9734,38.8270,60,1.000,9.0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,Z10,1.000
C02122,C02122,26.3058,38.8360,60,0.983,72.0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,Z12,1.000
C02123,C02123,26.3173,38.8360,60,0.983,72.0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,Z12,1.000
C02124,C02124,26.3288,38.8360,60,0.950,72.0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.017,0.000,0.000,0.000,0.000,0.983,Z12,0.983
C02125,C02125,26.3403,38.8360,60,1.000,69.0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.017,0.000,0.000,0.000,0.000,0.983,Z12,0.983
C02126,C02126,26.3518,38.8360,60,0.983,72.0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,Z12,1.000
C02127,C02127,26.3633,38.8360,60,0.983,72.0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,Z12,1.000
C02128,C02128,26.3748,38.8360,60,0.983,75.0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.017,0.000,0.000,0.000,0.000,0.983,Z12,0.983
C02129,C02129,26.3863,38.8360,60,1.000,75.0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.017,0.000,0.000,0.000,0.000,0.983,Z12,0.983
C02130,C02130,26.3978,38.8360,60,1.000,76.5,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,Z12,1.000
C02131,C02131,26.4094,38.8360,60,0.983,78.0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,Z12,1.000
C02132,C02132,26.4209,38.8360,60,1.000,75.0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.033,0.000,0.017,0.000,0.000,0.000,0.000,0.950,Z12,0.950
C02133,C02133,26.4324,38.8360,60,0.983,75.0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.033,0.000,0.000,0.000,0.000,0.967,Z12,0.967
C02134,C02134,26.4439,38.8360,60,1.000,73.5,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.017,0.000,0.067,0.000,0.000,0.000,0.000,0.917,Z12,0.917
C02135,C02135,26.4554,38.8360,60,0.983,72.0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.083,0.000,0.000,0.000,0.000,0.000,0.000,0.917,Z12,0.917
C02136,C02136,26.4669,38.8360,60,1.000,72.0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.050,0.083,0.000,0.033,0.000,0.000,0.000,0.000,0.833,Z12,0.833
C02137,C02137,26.4784,38.8360,60,1.000,69.0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.050,0.150,0.000,0.017,0.000,0.000,0.000,0.000,0.783,Z12,0.783
C02138,C02138,26.4899,38.8360,60,1.000,69.0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.183,0.133,0.000,0.000,0.000,0.000,0.000,0.000,0.683,Z12,0.683
C02139,C02139,26.5015,38.8360,60,1.000,66.0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.217,0.083,0.000,0.033,0.000,0.000,0.000,0.000,0.667,Z12,0.667
C02140,C02140,26.5130,38.8360,60,1.000,60.0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.267,0.050,0.000,0.067,0.000,0.000,0.000,0.000,0.617,Z12,0.617
C02141,C02141,26.5245,38.8360,60,1.000,57.0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.300,0.033,0.000,0.083,0.000,0.000,0.000,0.000,0.583,Z12,0.583
C02142,C02142,26.5360,38.8360,60,1.000,54.0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.333,0.000,0.000,0.067,0.000,0.000,0.000,0.000,0.600,Z12,0.600
